keys,en,it,es,pt_BR,fr,nl,ar,ru,de,zh
TRIO_FIRST_DIALOGUE_4,"I understand.
What about the visions?","Capisco.
E invece le visioni?","Entiendo.
¿Y las visiones?","Certo.
E quanto às visões?",,"Ik snap het.
Hoe zit het met de visioenen?",,"*смешок* Это радует.
Скажи, что с видениями?",,"这样啊。
那么那些幻影呢？"
TRIO_FIRST_DIALOGUE_5,...,...,...,...,,...,,...,,...
TRIO_FIRST_DIALOGUE_6,We'll talk about that another time.,Ne parleremo un'altra volta.,"Hablaremos de ello en otra ocasión.",Falaremos disso em um outro momento.,,We zullen daar een andere keer over praten.,,Поговорим об этом как-нибудь потом.,,这个我们有时间再聊。
TRIO_FIRST_DIALOGUE_7,I see...,D'accordo...,"De acuerdo…",Tudo bem...,,Ik begrijp het...,,Понял...,,好吧...
TRIO_FIRST_DIALOGUE_8,...,...,...,...,,...,,,,...
TRIO_FIRST_DIALOGUE_9,"I see that sir Belmont is here too.
I hope all is well.","Vedo che c'è anche il signor Belmont.
Spero che stiate bene.","Veo que el señor Belmont está aquí también.
Espero que todo esté bien.","Vejo que o senhor Belmont também está aqui.
Espero que esteja tudo bem.",,"Ik zie dat heer Belmont hier ook is.
Ik hoop dat alles goed is.",,,,"哦，贝尔蒙特爵士也来了。
别来无恙啊。"
TRIO_FIRST_DIALOGUE_10,"You flatter me with your kindness, m'lady.
You can call me Trevor.","Mi lusinga con la sua gentilezza.
Puoi chiamarmi semplicemente Trevor.","Me halagas con tu amabilidad, señorita.
Me puedes llamar Trevor.","Fico lisonjeado com sua gentileza, minha senhora.
Pode me chamar de Trevor.",,"Je vleit me met je vriendelijkheid, m'vrouw.
Je kunt me gewoon Trevor noemen.",,,,"哈哈，很荣幸能得到你的赞美，女士。
请称呼我拉尔夫。"
TRIO_FIRST_DIALOGUE_11,"As you wish, Trevor.","D'accordo, Trevor.","Como desees, Trevor.","Como quiser, Trevor.",,"Zoals je wenst, Trevor.",,,,好的，拉尔夫先生。
TRIO_FIRST_DIALOGUE_12,I assume there's a reason why both of you are here.,Immagino siate venuti qui per un motivo.,"Asumo que hay una razón por la que ambos estén aquí.",Deve haver um motivo para que os dois estejam aqui.,,Ik neem aan dat er een reden is dat jullie hier beide zijn.,,,,你们两个来一定是有什么要事相求吧。
TRIO_FIRST_DIALOGUE_13,"Yes, Belmont had to tell us about this new cult that has arisen.","Sì, Belmont vorrebbe dirci qualcosa riguardo alla fondazione di una nuova setta.","Sí, Belmont tenía que decirnos sobre una nuevo secta que ha surgido.",Sim. O Belmont precisava nos contar sobre esse novo culto que surgiu.,,"Ja, Belmont moest ons over een nieuwe sekte die is ontstaan.",,,,是的，贝尔蒙特要告诉我们有个新兴教会正在这里发展。
TRIO_FIRST_DIALOGUE_14,A cult...,Una setta...,"Una secta…",Um culto...,,Een sekte...,,,,教会...
TRIO_FIRST_DIALOGUE_15,"That's right.
I have gathered some information regarding it.","Proprio così.
Ho un po' di informazioni a riguardo.","Así es.
He recopilado información al respecto.","Exato.
Eu consegui algumas informações a respeito.",,"Dat klopt.
Ik heb wat informatie verzameld erover.",,,,"是的。
我打听了到关于它的一些信息。"
TRIO_FIRST_DIALOGUE_16,"It's called Dracula's Grace, and their plan might surprise you.","Si chiama Grazia di Dracula, e vi sorprenderanno le loro intenzioni.","Se llama la Gracia de Drácula, y su plan podría sorprenderte.","Se chamam ""A Bênção de Drácula"" e você ficará surpresa ao saber dos planos deles.",,"Het wordt Dracula's Gratie genoemd, en hun plan kan jullie verassen.",,,,教会的名字是【德古拉的恩典】，不过他们的计划可能让你意外。
TRIO_FIRST_DIALOGUE_17,They do not intend to resurrect Lord Dracula.,Non vogliono la resurrezione del Conte Dracula.,"No tienen intención de resucitar a Drácula.",Eles não pretendem reviver Lorde Drácula.,,Ze zijn niet van plan om Graaf Dracula te herrijzen.,,,,他们并不打算复活德古拉伯爵。
TRIO_FIRST_DIALOGUE_18,...,...,...,...,,...,,,,...
TRIO_FIRST_DIALOGUE_19,"What?
Then what are they after?","No?
Allora cosa vogliono?","¿Qué?
¿Entonces cuál es su objetivo?","Quê?
Então, o que estão procurando?",,"Wat?
Wat willen ze dan hebben?",,,,"怎么会？
那他们的目的是什么呢？"
TRIO_FIRST_DIALOGUE_20,"From what I know, they want to do the same thing as Lord Dracula: bring an end to mankind.","Da quel che so, vogliono comunque steriminare l'umanità.","Por lo que sé, quieren hacer lo mismo que él: acabar con la humanidad.","Pelo que eu descobri, eles querem o mesmo que Lorde Drácula: pôr um fim à humanidade.",,"Van wat ik weet, willen ze hetzelfde als Graaf Dracula: een einde brengen aan de mensheid.",,,,就我得到的情报来看，他们的目的跟德古拉伯爵是相同的：彻底消灭人类。
TRIO_FIRST_DIALOGUE_21,"But with his powers and the curse gone, they don't seem nearly as powerful as Lord Dracula's former army of the night.","Ma senza i poteri di Dracula e senza la maledizione, non sembrano minimamente forti quanto l'esercito del Conte.","Pero sin sus poderes y sin la maldición, no parecen tan poderosos como el viejo ejército de la noche de Drácula.","Porém, com a maldição findada e sem seus poderes, eles não se comparam ao antigo exército da noite de Lorde Drácula.",,"Maar met zijn krachten en de vloek die weg zijn, lijken ze niet even machtig te zijn als Graaf Dracula's voormalige leger van de nacht.",,,,但是德古拉的魔力跟诅咒消失了以后，他们似乎没有德古拉伯爵的夜之军团那么强。
TRIO_FIRST_DIALOGUE_22,Meaning that we have a chance to stop them.,Quindi li possiamo fermare.,"Lo que significa que tenemos una oportunidad de detenerlos.",Isso significa que temos uma chance de impedi-los.,,Wat betekent dat we een kans hebben om ze te stoppen.,,,,这就是说我们可能有机会阻止他们。
TRIO_FIRST_DIALOGUE_23,"...You look ghastly, Hector.
Is something troubling you?","...Hai un aspetto spaventoso, Hector.
C'è qualcosa che ti turba?","...Te ves fatal, Héctor.
¿Te preocupa algo?","...O que você tem, Hector?
Algo está te incomodando?",,"... Je ziet bleek, Hector.
Is er iets wat je bekommerd?",,,,"海克特，你的脸色好差。
是遇到什么烦心事了吗？"
TRIO_FIRST_DIALOGUE_24,Quite so.,Decisamente.,Decididamente.,Exatamente isso.,,Best wel.,,,,大概吧。
TRIO_FIRST_DIALOGUE_25,"Belmont, you said that this cult doesn't want to resurrect Dracula, but only follow his ambition of destroying humanity?","Belmont, hai detto che questa setta non vuole far risorgere Dracula, ma solo seguire il suo desiderio di sterminio?","Belmont, ¿dijiste que este culto no quiere resucitar a Drácula, sino sólo seguir su ambición de destruir a la humanidad?","Belmont, você disse que esse culto não pretende reviver Drácula, mas apenas seguir seu desejo de destruir a humanidade.",,"Belmont, je zegt dat deze sekte niet Dracula wil laten herrijzen, maar dat hun enige ambitie het vernietigen van de mensheid is?",,,,贝尔蒙特，你说这教会并不想复活德古拉，而只是想实现他消灭人类的野心，这是什么意思？
TRIO_FIRST_DIALOGUE_26,"Yes, what about it?","Sì, perché?","Sí, ¿por qué?","Sim, e?",,"Ja, wat is daarmee?",,,,就是字面意思，怎么了？
TRIO_FIRST_DIALOGUE_27,"Before meeting you, I had the luxury of encountering a vampire.","Prima di incontrarti, ho avuto il lusso di imbattermi in una vampira.","Antes de conocerte, tuve el lujo de encontrarme con una vampira.","Antes de achar você, eu tive o luxo de me encontrar com uma vampira.",,"Voordat ik je ontmoette, had ik de geweldige kans om een vampier te ontmoeten.",,,,来你们这之前，我曾经有幸碰见了一个吸血鬼。
TRIO_FIRST_DIALOGUE_28,"Her name is Carmilla.
She said she wants to bring an end to all of us.","Il suo nome è Carmilla.
Mi ha riferito che vuole porre fine a tutti noi.","Se llama Carmilla.
Ella me dijo que quiere acabar con todos nosotros.","O nome dela é Carmilla.
Ela me disse que deseja dar um fim à todos nós.",,"Haar naam was Carmilla.
Ze zei dat ze een einde aan ons allemaal wilde brengen.",,,,"她说她叫卡蜜拉。
她说她想跟我们做个了断。"
TRIO_FIRST_DIALOGUE_29,"One of Lord Dracula's subordinates?
Do you know more about her?","Uno dei comandanti del Conte Dracula?
Ne sai di più su di lei?","¿Una de las comandantes de Drácula?
¿Sabes más sobre ella?","Uma subordidada de Lorde Drácula?
Você sabe mais sobre ela?",,"Een van Graaf Dracula's afgezanten?
Weet je meer over haar?",,,,"是那个德古拉伯爵的手下吗？
你还知道她的哪些事？"
TRIO_FIRST_DIALOGUE_30,"I never spoke to her while I was in Lord Dracula's court.
I only know that she is a very ambitious creature.","Non proprio, non le ho mai parlato quando eravamo insieme nella corte di Dracula. So solo che è molto ambiziosa.","Nunca hablé con ella mientras estuve en la corte de Drácula.
Solo sé que es una criatura muy ambiciosa.","Nunca falei com ela enquanto fazia parte da corte de Drácula.
Só o que eu sei é que ela é uma criatura muito ambiciosa.",,"Ik heb haar nooit gesproken toen ik bij Graaf Dracula's hof hoorde.
Ik wist alleen maar dat ze een erg ambitieus wezen was.",,,,"在我还是德古拉伯爵手下的时候我没跟她有多少接触。
我只知道她是个很有野心的家伙。"
TRIO_FIRST_DIALOGUE_31,"But most importantly, she said that Lord Dracula should not be involved in this anymore.","In ogni caso, ha detto che non vuole mettere il Conte in mezzo a questa storia.",Pero lo más importante es que dijo que Drácula no debería involucrarse más en esto.,"Mas, o mais importante, ela disse que Lorde Drácula não estaria envolvido nisso.",,"Maar het meest belangrijke, is dat ze zei dat Graaf Dracula niet meer hierbij betrokken is.",,,,更重要的是，她说德古拉伯爵不应该再介入这件事了。
TRIO_FIRST_DIALOGUE_32,So that means she must be a member of that cult.,Quindi fa parte della setta.,Así que eso significa que ella es miembro de ese culto.,Então isso significa que ela faz parte desse culto.,,Dus dat betekent dat ze wel een lid van de sekte moet zijn.,,,,看来她应该是这教会的成员之一了。
TRIO_FIRST_DIALOGUE_33,"I think so, yes.",Credo di sì.,Creo que sí.,"Faz sentido, sim.",,"Ik denk het wel, ja.",,,,我也是这么想的。
TRIO_FIRST_DIALOGUE_34,She also said something about the curse still existing.,"Ha anche menzionato la maledizione, dicendo che esiste ancora.",También dijo algo acerca de que la maldición aún existe.,Ela também mencionou algo sobre a maldição ainda existir.,,Ze zei ook iets over dat de vloek nog steeds bestaat.,,,,她也说了【诅咒】持续存在的原因。
TRIO_FIRST_DIALOGUE_35,What?!,Come?!,¡¿Qué?!,O quê?!,,What?!,,,,什么？！
TRIO_FIRST_DIALOGUE_36,Didn't you transform it into something completely harmless?,Ma non l'avevi trasformata in qualcosa di innocuo?,¿Qué no la habías transformado en algo completamente inofensivo?,Você não a transformou em algo completamente inofensivo?,,Heb je het niet in iets volledig onschadelijks getransformeerd?,,,,你不是把它转化成某种无害的物质了吗？
TRIO_FIRST_DIALOGUE_37,"I did.
It's the power of a devil forgemaster.","L'ho fatto.
Questo è il potere della forgiatura diabolica.","Lo hice.
Es el poder de un maestro de forja de demonios.","Foi o que eu fiz.
Este é o poder de um forjador de demônios.",,"Dat heb ik gedaan.
Het is de kracht van een duivel smederijmeester.",,,,"是的。
是用了恶魔精炼的力量。"
TRIO_FIRST_DIALOGUE_38,"I transformed the curse into something else, completely harmless as is.","Ho trasformato la maledizione in qualcosa di innocuo, di per sé.","Transformé la maldición en otra cosa, completamente inofensiva como es.","Eu transformei a maldição em outra coisa, algo inofensivo, do jeito que está.",,"Ik heb de vloek getransformeerd in iet anders, compleet onschadelijk zoals het is.",,,,我把它转换成了一种完全没有危害的物质。
TRIO_FIRST_DIALOGUE_39,"But into what, exactly?","Ma in che cosa, esattamente?","¿Pero en qué exactamente?","Mas em quê, exatamente?",,"Maar in wat, precies?",,,,那到底转换成什么了呢？
TRIO_FIRST_DIALOGUE_40,A stone.,Una pietra.,"Una piedra.",Uma pedra.,,Een steen.,,,,一块石头。
TRIO_FIRST_DIALOGUE_41,A stone?,Una pietra?,"¿Una piedra?",Uma pedra?,,Een steen?,,,,石头？
TRIO_FIRST_DIALOGUE_42,"Indeed.
All of the curse's energy was solidified and transformed into a stone.",Proprio così. Tutta l'energia della maledizione è stata solidificata e trasformata in una pietra.,"En efecto.
Toda la energía de la maldición fue solidificada y transformada en una piedra.","De fato.
Toda a energia da maldição foi solidificada e transformada em uma pedra.",,"Inderdaad.
Alle energie van de vloek was vervast en getransformeerd in een steen.",,,,"是的。
【诅咒】产生的邪恶能量全部固化封存在一块石头里了。"
TRIO_FIRST_DIALOGUE_43,"And where is that stone, right now?","E dov'è quella pietra, in questo momento?","¿Y dónde está esa piedra ahora?",E onde essa pedra está neste momento?,,"En waar is die steen, op dit ogenblik?",,,,那这块石头现在在哪里？
TRIO_FIRST_DIALOGUE_44,Julia has it.,Ce l'ha Julia.,"Julia la tiene.",Julia está com ela.,,Julia heeft hem.,,,,在茱莉亚那里。
TRIO_FIRST_DIALOGUE_45,"Yes, I have it hidden here.
I'll show you.","Sì, l'ho nascosta qui.
Te la mostro.","Sí, la tengo escondida aquí.
Te la mostraré.","Sim. Eu a escondi aqui.
Venha, vou lhe mostrar.",,"Ja, ik heb hem hier verstopt.
Ik zal het je laten zien.",,,,"是的，我保管着呢。
我可以拿给你看看。"
TRIO_FIRST_DIALOGUE_46,This feeling... are you sure this is harmless?,Questa sensazione... sei sicuro che sia innocua?,Esta sensación… ¿estás seguro de que es inofensiva?,Essa sensação... você tem certeza que é seguro?,,Dit gevoel... ben je zeker dat dit onschadelijk is?,,,,这种不安的感觉...你确定它真是完全无害的吗？
TRIO_FIRST_DIALOGUE_47,"This stone essentially acts as a seal. I cannot completely delete something from existence, only transform it.","Questa pietra agisce essenzialmente come sigillo. Non posso cancellare dall'esistenza qualcosa, ma posso trasformarla.","Esta piedra actúa esencialmente como un sello.
No puedo eliminar algo completamente de la existencia, solo transformarlo.","Esta pedra basicamente aje como um selo. Eu não consigo simplesmente apagar algo da existência, apenas transformá-lo.",,"Deze steen werkt in essentie als een zegel. Ik kan het niet compleet van zijn bestaan wissen, alleen het transformeren.",,,,这石头只是起到了封印的作用。我没法彻底抹除它的存在，只是将其转化了。
TRIO_FIRST_DIALOGUE_48,I understand.,Capisco.,Entiendo.,Entendo.,,Ik snap het.,,,,我明白了。
TRIO_FIRST_DIALOGUE_49,But allow me to question you this.,Ma fammi fare una domanda.,Pero permítame preguntarle esto.,Mas permita-me fazer-lhe esta pergunta.,,Maar laat me je deze vraag stellen.,,,,不过我还有个问题。
TRIO_FIRST_DIALOGUE_50,What happens if I destroy the stone?,Cosa succederebbe se distruggessi la pietra?,¿Qué pasaría si destruyo la piedra?,O que acontece se eu destruir esta pedra?,,Wat gebeurt er als je de steen verwoest?,,,,如果我毁掉这石头的话会发生什么？
TRIO_FIRST_DIALOGUE_51,"The curse would be unleashed upon this land, again.",La maledizione verrebbe rilasciata di nuovo.,La maldición se desataría nuevamente sobre esta tierra.,A maldição seria liberada novamente sobre a terra.,,"Dan zou de vloek weer over dit land ontketend worden, opnieuw",,,,【诅咒】会重新降临这片土地。
TRIO_FIRST_DIALOGUE_52,...!,...!,¡…!,...!,,...!,,,,...！
TRIO_FIRST_DIALOGUE_53,...,...,...,...,,...,,,,...
TRIO_FIRST_DIALOGUE_54,"Even if in our hands, such power will eventually be released.","Anche se è nelle nostre mani, prima o poi questo potere si scatenerà.","Incluso si está en nuestras manos, ese poder eventualmente será liberado.","Mesmo que esteja em nossas mãos, esse poder acabará sendo liberado.",,"Zelf in onze handen, zal zo'n kracht uiteindelijk ontketend worden.",,,,即使这力量在我们手中，它最终也会被释放...
TRIO_FIRST_DIALOGUE_55,Especially now that Carmilla already knows about its existence...,Specialmente ora che Carmilla sa della sua esistenza...,Especialmente ahora que Carmilla ya sabe de su existencia…,Especialmente agora que Carmilla sabe da sua existência...,,Vooral nu Carmilla al weet over het bestaan ervan...,,,,尤其是现在卡蜜拉已经知道了它的存在...
TRIO_FIRST_DIALOGUE_56,"...and now that I feel the curse in the air, again.",...ed ora che la sento sempre di più nell'aria che respiriamo.,"...y ahora que siento la maldición en el aire, otra vez.","...e agora que sinto a maldição no ar, novamente.",,"... en nu voel ik de vloek in de lucht, opnieuw.",,,,...现在我也能重新感到【诅咒】的气息了。
TRIO_FIRST_DIALOGUE_57,"I tried to act clueless when she mentioned the curse being separated from Dracula's influence, but to no avail.","Ho fatto finta di non sapere di che cosa stesse parlando Carmilla quando parlò della maledizione, ma non è servito a niente.","Fingí que no sabía de qué estaba hablando Carmilla cuando mencionó la maldición, pero fue en vano.
","Tentei fingir que não sabia de nada quando ela mencionou que a maldição estava separada da influência de Drácula, mas foi em vão.",,"Ik probeerde verbaasd te reageren toen ze vermelde dat de vloek van Dracula's invloed los gezet was, maar het mocht niet baten.",,,,当她提到诅咒与德古拉的影响无关时，我试图装作一无所知，但没什么用。
TRIO_FIRST_DIALOGUE_58,What can we do to stop that from ever happening?,Cosa possiamo fare per evitare una catastrofe del genere?,¿Qué podemos hacer para evitar tal catástrofe?,O que podemos fazer para impedir que isso aconteça?,,Wat kunnen we doen om het te stoppen van te gebeuren?,,,,那么我们能做些什么阻止这件事呢？
TRIO_FIRST_DIALOGUE_59,"Nothing. This is a stalemate.
The stone can never be erased from existence.","Nulla. Siamo in una situazione di stallo.
Questa pietra non può essere eliminata in alcun modo.","Nada. Estamos en un punto muerto.
Esta piedra no se puede eliminar de ninguna forma.","Nada. Isto é um impasse.
A pedra jamais poderá ser apagada da existência.",,"Niks. Het is een gelijkspel.
De steen kan nooit gewist worden van zijn bestaan.",,,,"没办法。现在是死局了。
完全没有方法把这石头的存在彻底除掉。"
TRIO_FIRST_DIALOGUE_60,I see...,Ho capito...,Ya veo…,Sei...,,Ik begrijp het...,,,,这样啊...
TRIO_FIRST_DIALOGUE_61,"If Dracula's Grace wants to destroy mankind, they will need this.","Se la Grazia di Dracula vuole sterminare gli esseri umani, vorranno sicuramente questa pietra.","Si la Gracia de Drácula quiere destruir a la humanidad, necesitarán esta piedra.","Se a Bênção de Drácula quer destruir a humanidade, eles vão precisar disso.",,"Als Dracula's Gratie de mensheid wilt veroesten, zullen ze dit nodig hebben.",,,,如果【德古拉的恩典】希望毁灭人类，他们可能需要这个东西。
TRIO_FIRST_DIALOGUE_62,Have you considered the possibility that they know about this stone in particular?,Hai considerato la possibilità che loro sappiano esattamente di questo oggetto?,"¿Haz considerado la posibilidad de que conozcan sobre esta piedra en particular?",Você já considerou a possibilidade de eles saberem especificamente sobre essa pedra?,,Heb je al de mogelijkheid nagegaan dat ze over exact deze steen zouden weten?,,,,你有没有想过他们可能知道这块石头的情况？
TRIO_FIRST_DIALOGUE_63,"Unfortunately, we had to find out the hard way.",La risposta a questa domanda l'abbiamo dovuta scoprire nel peggiore dei modi.,"Desafortunadamente, tuvimos que descubrirlo por las malas.","Infelizmente, tivemos que descobrir isso do modo mais difícil.",,"Helaas, hadden we het de moeilijke manier moeten leren.",,,,很不凑巧，我们可能得采取最困难的方法了。
TRIO_FIRST_DIALOGUE_64,"We had to abandon our previous home, to settle here.
We were being hunted.","Abbiamo dovuto abbandonare la nostra vecchia casa, per stabilirci qui.
Continuavamo ad essere perseguitati.","Tuvimos que abandonar nuestro hogar anterior para establecernos aquí.
Estábamos siendo perseguidos.","Tivemos que abandonar nossa antiga casa para nos estabelecermos aqui.
Estávamos sendo caçados.",,"We hebben ons vorige thuis verlaten, om hier te ons te vestigen.
We werden achterna gezeten.",,,,"我们被迫离开之前的住所，来到这里了。
我们被狩猎了。"
TRIO_FIRST_DIALOGUE_65,By who?,Da chi?,¿Por quién?,Por quem?,,Door wie?,,,,被谁？
TRIO_FIRST_DIALOGUE_66,"Creatures of the night, vampires... some humans as well.","Creature della notte, vampri... anche alcuni esseri umani.","Criaturas de la noche, vampiros… algunos humanos también.","Criaturas da noite, vampiros... e até mesmo humanos.",,"Wezens van de nacht, vampieren... een paar mensen ook.",,,,夜之军团，吸血鬼，...也有一些人类。
TRIO_FIRST_DIALOGUE_67,"Come to think of it, I am sure they will know about our new hiding place soon enough.","Ora che ci penso, sono sicuro che verranno anche qui prima o poi.","Ahora que lo pienso, estoy seguro de que pronto sabrán de nuestro nuevo escondite.","Pensando nisso, estou certo de que logo irão descobrir nosso esconderijo.",,"Nu ik erover nadenk, ik denk dat ze zeker onze nieuwe verstopplek zullen uitvogelen.",,,,仔细一想，估计他们可能很快就会知道我们的新住所了。
TRIO_FIRST_DIALOGUE_68,...,...,...,...,,...,,,,...
TRIO_FIRST_DIALOGUE_69,...,...,...,...,,...,,,,...
TRIO_FIRST_DIALOGUE_70,...,...,...,...,,...,,,,...
TRIO_FIRST_DIALOGUE_71,"So it seems our goals align again, Hector.","Quindi i nostri obiettivi si intersecano nuovamente, Hector.","Parece que nuestros objetivos se alinean de nuevo, Héctor.","Parece que nossos objetivos estão de acordo, Hector.",,"Dus het ziet ernaar uit dat onze doelen samenkomen, Hector.",,,,看来我们的目的再次一致了，海克特。
TRIO_FIRST_DIALOGUE_72,"What do you mean, Belmont?","Cosa intendi dire, Belmont?","¿Qué quieres decir, Belmont?","O que quer dizer, Belmont?",,"Wat bedoel je precies, Belmont?",,,,贝尔蒙特，你的意思是？
TRIO_FIRST_DIALOGUE_73,I mean that this stone is exactly what we need to accomplish this task.,Intendo dire che questa pietra è esattamente ciò che ci serve.,Quiero decir que esta piedra es exactamente lo que necesitamos para realizar esta tarea.,Quero dizer que esta pedra é exatamente o que precisamos para cumprir essa tarefa.,,Ik bedoel dat die steen precies is wat ik nodig heb om mijn taak te voltooien.,,,,我的意思是，这石头正是我们完成这个目标所需要的。
TRIO_FIRST_DIALOGUE_74,How so?,In che modo?,¿Cómo?,Como assim?,,Hoe dan?,,,,该怎么做呢？
TRIO_FIRST_DIALOGUE_75,"Since they will be searching for this, we can lure them here and strike them down.","Siccome la staranno sicuramente cercando, potremmo attirarli qui e sconfiggerli.","Como definitivamente la estarán buscando, podemos atraerlos aquí y derrotarlos.","Já que eles estarão procurando por isso, nós podemos atraí-los para cá e atacá-los.",,"Omdat ze hiervoor zullen zoeken, kunnen we hun lokken naar hier en ze neerslaan.",,,,既然他们想要这石头的话，我们可以用它做诱饵，把他们引过来逐一击破。
TRIO_FIRST_DIALOGUE_76,What?,Cosa?,¿Qué?,O quê?,,Wat?,,,,啊？？
TRIO_FIRST_DIALOGUE_77,I cannot afford Julia to be in danger.,Non posso permettere di mettere in pericolo Julia.,No puedo permitir que Julia corra peligro.,Não colocarei Julia em perigo.,,Ik kan niet Julia in gevaar brengen.,,,,我不能让茱莉亚冒这么大的风险。
TRIO_FIRST_DIALOGUE_78,"I have already suffered a great tragedy once the same way.
I refuse to through all of that again!","Ho già sofferto una gran tragedia nello stesso modo.
Mi rifiuto di correre il rischio che riaccada!","Ya sufrí una gran tragedia de la misma manera.
¡Me niego a pasar por todo eso otra vez!","Já sofri uma grande tragédia dessa mesma forma.
Eu me recuso a passar por tudo isso novamente!",,"Ik heb al een grote tragedie op dezelfde manier ervaren.
Ik weiger door al dat opnieuw heen te gaan!",,,,"我已经遭遇过一次像这样的悲剧了。
我不能让同样的事情重演！"
TRIO_FIRST_DIALOGUE_79,Then what do you propose we do?,Allora che cosa proponi di fare?,"Entonces ¿qué propones que hagamos?",Então o que você propõe?,,Dan wat stel jij voor dat we doen?,,,,那你该怎么做呢？
TRIO_FIRST_DIALOGUE_80,...,...,...,...,,...,,,,...
TRIO_FIRST_DIALOGUE_81,"We can lure them elsewhere.
But in doing so, we have to know more about the enemy first.","Potremmo attirarli da un'altra parte.
Per farlo avremo bisogno di più informazioni su di loro, però...","Podríamos atraerlos a otro lugar.
Para ello, necesitaremos más información sobre el enemigo.","Podemos atraí-los para outro lugar.
Mas, ao fazer isso, precisamos saber mais sobre nosso inimigo.",,"We lokken ze ergens anders naartoe.
Maar om dat te doen, moeten we eerst meer over de vijand weten.",,,,"我们可以把他们引到别处。
但要这么做，我们必须先更多地了解敌人。"
TRIO_FIRST_DIALOGUE_82,"I see.
Collecting more clues is what you want to do.","Capisco.
Quello che vuoi fare è cercare indizi.","Entiendo.
Lo que quieres hacer es buscar pistas.","Certo.
Você quer coletar mais pistas primeiro.",,"Ik begrijp het.
Meer aanwijzingen verzamelen is alles wat je kan doen.",,,,"这样啊。
你可能要去收集更多情报了。"
TRIO_FIRST_DIALOGUE_83,"What do you think about that, Julia?","Cosa ne pensi, Julia?","¿Qué opinas de eso, Julia?","O que você acha disso, Julia?",,"Wat denk je daarvan, Julia?",,,,茱莉亚，你怎么看？
TRIO_FIRST_DIALOGUE_84,"You should be careful, Trevor.
This recklessness of yours has almost cost you your life.","Dovresti fare attenzione, Trevor.
Questo tuo modo frettoloso di fare le cose ti è quasi costato la vita.","Deberías tener cuidado, Trevor.
Esta imprudencia tuya casi te cuesta la vida.","Você deveria ter cuidado, Trevor.
Essa sua imprudência quase lhe custou a vida.",,"Je moet voorzichtig zijn, Trevor.
Die roekeloosheid van je zal bijna je eigen leven kosten.",,,,"你要小心点，拉尔夫。
上次你太过冒险，把命都差点丢了。"
TRIO_FIRST_DIALOGUE_85,"As Hector said, we need a strategy.","Come dice Hector, abbiamo bisogno di una strategia.","Como dijo Héctor, necesitamos una estrategia.","Como Hector disse, nós precisamos de uma estratégia.",,"Zoals Hector zei, we hebben een strategie nodig.",,,,海克特说得对，我们需要制定一个行动策略。
TRIO_FIRST_DIALOGUE_86,We must act accordingly to whom stands before us.,Dobbiamo agire in base a chi abbiamo di fronte a noi.,Debemos actuar ante quién tenemos por delante.,Devemos agir de acordo com quem estiver diante de nós.,,We moeten handelen naar wat voor ons te wachten staat.,,,,我们得看情况临机应变。
TRIO_FIRST_DIALOGUE_87,I understand.,Capisco.,De acuerdo.,Eu entendo.,,Ik begrijp het.,,,,我明白。
TRIO_FIRST_DIALOGUE_88,I know of two places of where to find clues.,Ho in mente due luoghi nei quali potreste cercare indizi.,Conozco de dos lugares donde podrías encontrar pistas.,Eu sei de dois locais onde podemos encontrar pistas.,,Ik weet de eerste twee plaatsen waar je aanwijzingen zal vinden.,,,,我知道有两个地方可能有线索。
TRIO_FIRST_DIALOGUE_89,"Speaking with a couple of villagers and using my envisioning powers, I can predict that a vampire will show up.","Parlando con un paio di persone e usando i miei poteri da veggente, prevedo che si farà avanti un vampiro.","Después de hablar con un par de aldeanos y usando mis poderes clarividentes, predigo que aparecerá un vampiro.","Conversando com alguns moradores e usando meus poderes de premonição, posso prever que um vampiro aparecerá.",,"Als ik spreek met een paar dorpsbewoners praat terwijl ik mijn visioen krachten gebruik, kan ik voorspellen wanneer een vampier komt.",,,,与几位村民交谈以后，我运用我的预知能力，可以感知到有个吸血鬼将会出现。
TRIO_FIRST_DIALOGUE_90,"I don't exactly know where, but to the north from here, after the temple.","Non so esattamente dove, ma a nord da qui, dopo il tempio.","No sé exactamente dónde, pero al norte de aquí, después del templo.","Não sei exatamente onde, mas fica ao norte daqui, após o templo.",,"Ik weet niet exact waar, maar noord vanuit hier, achter de tempel.",,,,我并不清楚它具体在哪里，但是大概在这里往北走，有一座神庙的后面。
TRIO_FIRST_DIALOGUE_91,"And to the east, there will be a reunion. Many candles, torches and lamps vanquishing the darkness of an infested manor.","Mentre ad est si terrà un convento.
Tante candele, torce e lampioni che scacciano le tenebre di una villa infestata.","Y al este, habrá un convento.
Numerosas velas, antorchas y farolas disipan la oscuridad de una mansión embrujada.","E ao leste, haverá um reencontro. Muitas velas, tochas e lâmpadas dissipando a escuridão de uma mansão infestada.",,"En naar het oosten, daar zal een reunie zijn. Veel kaarsen, fakkels en lampen die de duisternis van het gekwelde landuis overwinnen.",,,,另外在东边，会有一场聚会。无数的蜡烛、火炬和油灯会驱散被妖魔侵扰的庄园的黑暗。
TRIO_FIRST_DIALOGUE_92,"I understand.
Sounds like we have to split up.","D'accordo.
Credo che dovremo dividerci.","De acuerdo.
Parece que tendremos que separarnos.","Entendido.
Ao que parece, teremos que nos separar.",,"Ik begrijp het.
Het klinkt voor mij dat we dan ons moeten opsplitsen.",,,,"明白了。
看来我们得分开行动。"
